source,title,summary,published,link
Коммерсантъ,Умерла турецкая актриса из сериала «Клюквенный щербет» Эдже Иртем,"Турецкая актриса Эдже Иртем, наиболее известная по роли Ишил в сериале «Клюквенный щербет», умерла в возрасте 35 лет. Об этом сообщает Yenicag Gazetesi.","Mon, 15 Jun 2026 18:11:00 +0300",https://www.kommersant.ru/doc/8738421
Коммерсантъ,"Испанского футболиста Мира приговорили к 8,5 годам тюрьмы за изнасилование","Нападающий испанского футбольного клуба «Эльче» Рафа Мир приговорен к 8,5 годам тюремного заключения за изнасилование и нападение на жертву. Об этом сообщает газета Marca.","Mon, 15 Jun 2026 18:03:18 +0300",https://www.kommersant.ru/doc/8738458
Коммерсантъ,"Биржевая стоимость алюминия опустилась ниже $3,4 тыс. впервые с конца марта","Биржевая цена на алюминий на торгах в 17:55 мск составляла $3,391 тыс. за тонну, опускаясь на 4,29% к закрытию предыдущего дня. Последний раз алюминий торговался ниже $3,4 тыс. за тонну 30 марта 2026 года.","Mon, 15 Jun 2026 18:02:41 +0300",https://www.kommersant.ru/doc/8738449
Коммерсантъ,"SpaceX привлекла на IPO $85,7 млрд","SpaceX привлекла на IPO $85,7 млрд. Итоговая сумма стала известна после реализации дополнительных опционов (greenshoe overallotment options), которые андеррайтеры размещения распространяют в случае высокого спроса от инвесторов.","Mon, 15 Jun 2026 18:01:27 +0300",https://www.kommersant.ru/doc/8738432
Коммерсантъ,Словакия оспорила отказ от российского газа в Суде ЕС,15 июня Официальный журнал Евросоюза опубликовал выдержки из иска Словакии к Европарламенту и Совету ЕС. Страна требует аннулировать санкционный Регламент 2026/261 от 26 января о поэтапном отказе от импорта российского газа.,"Mon, 15 Jun 2026 17:53:11 +0300",https://www.kommersant.ru/doc/8738413
Коммерсантъ,РЖД возобновила продажу билетов на сентябрь с юга России,"РЖД открыла продажу билетов с юга России на сентябрь, сообщили «РИА Новости» в компании. Реализацию билетов приостанавливали сегодня из-за ремонта железнодорожной инфраструктуры.","Mon, 15 Jun 2026 17:52:03 +0300",https://www.kommersant.ru/doc/8738442
Коммерсантъ,В Армении освободили задержанного в аэропорту Еревана математика Вербицкого,Блогер и математик Михаил Вербицкий (внесен в РФ в перечень террористов и экстремистов) освобожден после задержания 13 июня в аэропорту Еревана в Армении. Об этом сообщила юрист Ани Чатинян.,"Mon, 15 Jun 2026 17:40:54 +0300",https://www.kommersant.ru/doc/8738430
Коммерсантъ,КПРФ вновь предложила запретить парламентариям владеть недвижимостью за рубежом,"Депутаты Госдумы от КПРФ внесли в нижнюю палату законопроект, запрещающий сенаторам и депутатам федерального парламента владеть недвижимостью в иностранных государствах. Документ также предусматривает соответствующие ограничения для кандидатов в Госдуму и Совет федерации.","Mon, 15 Jun 2026 17:40:40 +0300",https://www.kommersant.ru/doc/8738420
Коммерсантъ,Судью чемпионата мира по футболу обвинили в расизме,"Fare Network — организация, противостоящая дискриминации в европейском футболе,— призвала Международную федерацию футбола (FIFA) отстранить от должности австралийского арбитра Шона Эванса. В организации считают, что он показал жест, пропагандирующий «превосходство белой расы».","Mon, 15 Jun 2026 17:38:08 +0300",https://www.kommersant.ru/doc/8738426
Коммерсантъ,Вэнс: США и Иран подписали меморандум в электронном виде,Представители Ирана и США подписали 14 июня меморандум о прекращении боевых действий в электронном виде. Об этом в интервью ABC News сообщил вице-президент США Джей Ди Вэнс.,"Mon, 15 Jun 2026 17:34:52 +0300",https://www.kommersant.ru/doc/8738399
Коммерсантъ,Патрушев назвал причины гибели освобожденных заложников в театре на Дубровке,"Спасательные службы не смогли оказать качественную помощь освобожденным заложникам террористов, захвативших театр на Дубровке в октябре 2002 года, заявил помощник российского президента, председатель Морской коллегии Николай Патрушев в интервью «Российской газете». Причина, по его словам, заключалась в отсутствии необходимой координации разных служб в экстренных ситуациях.","Mon, 15 Jun 2026 17:31:11 +0300",https://www.kommersant.ru/doc/8738407
Коммерсантъ,Трамп прибыл в Женеву перед саммитом G7,"Президент США Дональд Трамп прилетел в Женеву перед саммитом Группы семи (G7), передает AFP. Оттуда господин Трамп отправится на само мероприятие, которое пройдет в городе Эвьян-ле-Бен во Франции.","Mon, 15 Jun 2026 17:26:26 +0300",https://www.kommersant.ru/doc/8738411
Коммерсантъ,"Патрушев: Литва лишится мирной жизни, если нападет на Калининград","Суверенитету Литвы и мирной жизни в стране придет конец, если ее власти решат напасть на Калининград. Об этом заявил в интервью «Российской газете» помощник президента России, председатель Морской коллегии Николай Патрушев.","Mon, 15 Jun 2026 17:10:26 +0300",https://www.kommersant.ru/doc/8738388
Коммерсантъ,Пожар возник на месте крушения Ту-22М3 в Иркутской области,На месте крушения бомбардировщика Ту-22М3 в Боханском районе Иркутской области начался пожар. Возгорание удалось локализовать на площади 400 кв. м. Об этом сообщил губернатор региона Игорь Кобзев в Telegram-канале.,"Mon, 15 Jun 2026 17:09:03 +0300",https://www.kommersant.ru/doc/8738402
Коммерсантъ,Патрушев предупредил о планах западных стран превентивно ударить по базам России,"Западные страны намерены заблокировать основные морские направления России в Балтийском и Черном морях. Об этом в интервью «Российской газете» заявил помощник российского президента, председатель Морской коллегии Николай Патрушев.","Mon, 15 Jun 2026 17:05:26 +0300",https://www.kommersant.ru/doc/8738358
Коммерсантъ,Крупнейший банк Португалии предупредил некоторых россиян о принудительном закрытии счетов,"Крупнейший банк Португалии Caixa Geral de Depositos предупредил некоторых клиентов из России, что их счета принудительно закроют 14 августа. Российские клиенты начали получать предупреждения от банка с 9 июня.","Mon, 15 Jun 2026 16:53:33 +0300",https://www.kommersant.ru/doc/8738383
Коммерсантъ,FIFA хочет открыть юношеский турнир матчем между сборными Израиля и Палестины,Международная федерация футбола (FIFA) планирует провести матч открытия между сборными Израиля и Палестины на турнире среди юношей до 15 лет. Об этом сообщает The Athletic.,"Mon, 15 Jun 2026 16:52:58 +0300",https://www.kommersant.ru/doc/8738390
Коммерсантъ,Медиакорпорация Fox за $22 млрд купит стриминговую платформу Roku,"Медиавещательная корпорация Руперта Мёрдока Fox Corp объявила о приобретении стриминговой платформы Roku в рамках сделки на сумму около $22 млрд. Объединенная компания, сообщает Fox, станет третьим по доле просмотров игроком на американском телевизионном рынке.","Mon, 15 Jun 2026 16:47:46 +0300",https://www.kommersant.ru/doc/8738368
Коммерсантъ,Иркутский губернатор рассказал о состоянии экипажа упавшего в регионе Ту-22М3,"Экипаж потерпевшего крушение в Иркутской области бомбардировщика Ту-22М3 предварительно успел катапультироваться, заявил губернатор региона Игорь Кобзев. Пилоты живы, их нашли местные жители, сказал он.","Mon, 15 Jun 2026 16:47:20 +0300",https://www.kommersant.ru/doc/8738386
Коммерсантъ,Власти США допустили сохранение бесплатного прохода через Ормузский пролив,"США ожидают, что Ормузский пролив останется открытым для бесплатного прохода дольше начального периода в 60 дней. Об этом сообщил американский вице-президент Джей Ди Вэнс в интервью телеканалу CNBC.","Mon, 15 Jun 2026 16:36:46 +0300",https://www.kommersant.ru/doc/8738333
Meduza,В Армении освободили из-под стражи математика Михаила Вербицкого. Но покинуть страну он не может,"<p>Математика Михаила Вербицкого, задержанного 12 июня в аэропорту Еревана, освободили из-под стражи. Об этом рассказал «Радио Свобода» адвокат Ваче Симонян. <p>","Mon, 15 Jun 2026 17:25:03 +0300",https://meduza.io/news/2026/06/15/v-armenii-osvobodili-iz-pod-strazhi-matematika-mihaila-verbitskogo-no-pokinut-stranu-on-ne-mozhet
Meduza,В Свердловской области составят поименный список погибших на войне с Украиной,"<p>Губернатор Свердловской области Денис Паслер подписал указ о создании поименного списка захороненных в регионе солдат, погибших на войне с Украиной и при других боевых действиях — в том числе в афганской и чеченской войнах. На документ, подписанный еще 11 июня, обратил внимание «Коммерсант». <p>","Mon, 15 Jun 2026 17:11:26 +0300",https://meduza.io/news/2026/06/15/v-sverdlovskoy-oblasti-sostavyat-poimennyy-spisok-pogibshih-na-voyne-s-ukrainoy
Meduza,"Даниил Мухаметов сбежал из России, чтобы не служить в армии. Он спрыгнул с поезда в Литве. Потом перебрался в Финляндию, потом во Францию. Ему все еще грозит депортация","<p>Россиянину Даниилу Мухаметову, который в июне 2025 года сбежал из страны, чтобы не служить в армии, по-прежнему грозит депортация, пишет Le Monde.<p>","Mon, 15 Jun 2026 16:57:42 +0300",https://meduza.io/news/2026/06/15/daniil-muhametov-sbezhal-iz-rossii-chtoby-ne-sluzhit-v-armii-on-sprygnul-s-poezda-v-litve-potom-perebralsya-v-finlyandiyu-potom-vo-frantsiyu-emu-vse-esche-grozit-deportatsiya
Meduza,В Иркутской области разбился бомбардировщик Ту-22М3,"<p>Самолет Ту-22М3 потерпел крушение в Иркутской области при заходе на посадку, сообщили в Минобороны РФ. <p>","Mon, 15 Jun 2026 16:40:15 +0300",https://meduza.io/news/2026/06/15/v-irkutskoy-oblasti-razbilsya-bombardirovschik-tu-22m3
Meduza,"Зеленский рассказал, что предлагал Путину встретиться на саммите «Большой семерки». Путин не ответил","<p>Президент Украины Владимир Зеленский заявил, что предлагал российскому президенту Владимиру Путину встретиться на саммите «Большой семерки» (G7), который пройдет во Франции. Об этом он рассказал журналистам во время посещения Киево-Печерской лавры, передает Reuters. <p>","Mon, 15 Jun 2026 16:28:25 +0300",https://meduza.io/news/2026/06/15/zelenskiy-rasskazal-chto-predlagal-putinu-vstretitsya-na-sammite-bolshoy-semerki-putin-ne-otvetil
Meduza,Кюрасао — самая маленькая страна турнира — забивает Германии. Япония отыгрывается в матче с Нидерландами (и потом убирает за собой на трибунах). Что там на ЧМ? Суперкоротко,"<p>Кто, как и с кем сыграл. Германия в своем первом мачте на ЧМ выиграла со счетом 7:1 у сборной Кюрасао — самой маленькой страны этого турнира. Кюрасао впервые на ЧМ — и гол, забитый в ворота одной из сильнейших команд мира, стал для этой сборной историческим. Во втором главном матче дня сборная Японии не уступила Нидерландам, которых тоже считают фаворитами турнира. К концу матча голландцы вели со счетом 2:1, однако на 89-й минуте японцы сравняли счет. После этого японские болельщики по традиции убрали за собой на стадионе, а игроки сборной — в раздевалке.<p>","Mon, 15 Jun 2026 16:22:13 +0300",https://meduza.io/feature/2026/06/15/kyurasao-samaya-malenkaya-strana-turnira-zabivaet-germanii-yaponiya-otygryvaetsya-v-matche-s-niderlandami-i-potom-ubiraet-za-soboy-na-tribunah
Meduza,"Трамп с размахом отметил 80-летие. На лужайке Белого дома устроили бои UFC. Посмотрите, как это было","<p>Дональду Трампу 14 июня исполнилось 80 лет. День рождения президент США отпраздновал в своем стиле — на южной лужайке Белого дома оборудовали арену для боев UFC. Вечеринка в честь дня рождения Трампа стала еще и неофициальным началом празднования 250-летия США, которое будет отмечаться 4 июля. Трампа связывает многолетняя дружба и бизнес-партнерство с главой UFC Даной Уайтом. Поддержка со стороны главы UFC, по мнению политологов, стала одним из факторов, который помог Трампу избраться на второй срок. «Медуза» публикует фотографии с праздника американского президента.<p>","Mon, 15 Jun 2026 16:15:37 +0300",https://meduza.io/feature/2026/06/15/tramp-s-razmahom-otmetil-80-letie-na-luzhayke-belogo-doma-ustroili-boi-ufc
Meduza,Евросоюз ввел санкции против «духовника Путина» и генпрокурора РФ,<p>Евросоюз объявил о новых санкциях против России. В список включены 34 человека и 47 организаций.<p>,"Mon, 15 Jun 2026 15:49:54 +0300",https://meduza.io/news/2026/06/15/evrosoyuz-vvel-sanktsii-protiv-duhovnika-putina-i-genprokurora-rf
Meduza,На киностудии имени Довженко сняли «В бой идут одни „старики“» и многие другие знаменитые фильмы. Теперь ее разрушает российская армия. Александр Роднянский рассказывает о значении этой студии для украинского и советского кино,"<p>В ночь на 15 июня Россия атаковала Киев: от обстрелов пострадали практически все районы города. Погибли пять человек, пострадали более 30 (среди них дети и беременная женщина). Из-за удара загорелась крыша Успенского собора Киево-Печерской лавры — это один из важнейших православных храмов в мире, объект Всемирного наследия ЮНЕСКО. Кроме того, загорелось здание Национальной киностудии имени Довженко — ключевого места для истории украинского и советского кино. Уничтожена старейшая в Украине коллекция костюмов.<p>","Mon, 15 Jun 2026 15:43:43 +0300",https://meduza.io/feature/2026/06/15/na-kinostudii-imeni-dovzhenko-snyali-v-boy-idut-odni-stariki-i-mnogie-drugie-znamenitye-filmy-teper-ee-razrushaet-rossiyskaya-armiya
Meduza,"Война. 1573-й день. Россия бьет по Киево-Печерской лавре. Глава украинской церкви называет Путина «кремлевским антихристом». Зеленский отвечает на вопрос, что бы он сказал Путину: «А мы еще скажем»","<p>«Медуза» с 24 февраля 2022 года в прямом эфире рассказывает о российско-украинской войне. Мы ежедневно публикуем ваши письма, потому что уверены: о войне нужно продолжать говорить. Поделитесь с нами мыслями о войне. Какие чувства вы испытываете? Как война влияет на вашу жизнь и ваше отношение к миру? Если у вас есть история, связанная с войной, — расскажите ее. Форма для обратной связи — в конце этой статьи. Обзор предыдущего дня можно прочитать тут.<p>","Mon, 15 Jun 2026 15:21:57 +0300",https://meduza.io/feature/2026/06/15/voyna
Meduza,Социальные сети — это не правосудие. В Голливуде снова есть черные списки. Я живу с чистого листа. Кевин Спейси дал интервью Ксении Собчак — о своей карьере и культуре отмены. Кратчайший пересказ,"<p>Сейчас ситуация похожа на ту, что была в Голливуде с черными списками. Только когда иконы отрасли начнут вступаться за таких людей, мы положим конец культуре отмены в индустрии развлечений. Главная проблема, беда и ошибка людей в том, что они считают, что социальные сети — это и есть правосудие. Это не так. В интернете про меня пишут разные гадости, но в реальной жизни я ни разу с таким не столкнулся. Меня подбадривали, окружали заботой.<p>","Mon, 15 Jun 2026 15:00:00 +0300",https://meduza.io/feature/2026/06/15/sotsialnye-seti-eto-ne-pravosudie-v-gollivude-snova-est-chernye-spiski-ya-zhivu-s-chistogo-lista
Meduza,В Великобритании запретят детям пользоваться соцсетями,"<p>В Великобритании полностью запретят доступ к социальным сетям детям младше 16 лет, объявил премьер-министр страны Кир Стармер. Закон о запрете соцсетей для детей планируется принять до конца 2026 года, он вступит в силу к весне следующего года.  <p>","Mon, 15 Jun 2026 14:10:33 +0300",https://meduza.io/news/2026/06/15/v-velikobritanii-zapretyat-detyam-polzovatsya-sotssetyami
Meduza,США и Иран договорились прекратить огонь на всех фронтах. Израиль этого не обещает. Соглашения по иранской ядерной программе нет,"<p>США и Иран согласовали меморандум о взаимопонимании, который устанавливает 60-дневное прекращение огня на всех фронтах (включая Ливан) и открывает Ормузский пролив для судоходства. Текст этого документа не опубликован, его точные условия неизвестны. Иранские источники утверждают, что в меморандуме 14 пунктов, но американская сторона этого не подтверждала. Официальное подписание меморандума состоится 19 июня в Швейцарии. Предполагается, что в течение 60 дней после этого стороны будут работать над окончательным мирным соглашением и договариваться по спорным вопросам, в числе которых — развитие ядерной программы Ирана. Израиль не считает себя стороной этого соглашения. Он не собирается выводить войска из Ливана, а также предупреждает, что ответит ударами на атаки «Хизбаллы».<p>","Mon, 15 Jun 2026 13:40:00 +0300",https://meduza.io/feature/2026/06/15/ssha-i-iran-dogovorilis-prekratit-ogon-na-vseh-frontah-izrail-etogo-ne-obeschaet
Meduza,Сына кронпринцессы Норвегии приговорили к четырем годам по делу об изнасилованиях,"<p>Окружной суд Осло приговорил к четырем годам лишения свободы 29-летнего Мариуса Борга Хёйби — сына норвежской кронпринцессы Метте-Марит. Его признали виновным в нескольких преступлениях, в том числе в изнасилованиях, сообщает The Guardian.<p>","Mon, 15 Jun 2026 13:21:38 +0300",https://meduza.io/news/2026/06/15/syna-kronprintsessy-norvegii-prigovorili-k-chetyrem-godam-po-delu-ob-iznasilovaniyah
Meduza,"«Сами понимаете, не до того сейчас». В Петербурге снова отменили военно-морской парад","<p>Минобороны России не планирует проводить главный военно-морской парад, который с 2017 года проходит в Санкт-Петербурге в День ВМФ (отмечается в последнее воскресенье июля, в 2026 году это 26 июля). Об этом пишет «Фонтанка» со ссылкой на источники в министерстве обороны. <p>","Mon, 15 Jun 2026 12:39:57 +0300",https://meduza.io/news/2026/06/15/sami-ponimaete-ne-do-togo-seychas-v-peterburge-snova-otmenili-voenno-morskoy-parad
Meduza,Эльвира Набиуллина примет участие в пресс-конференции по ключевой ставке. Глава ЦБ полторы недели не появляется на публике — она пропустила ПМЭФ и совещание у Путина,<p>Председатель Банка России Эльвира Набиуллина 19 июня примет участие в пресс-конференции по итогам заседания Совета директоров по денежно-кредитной политике. Об этом сообщила пресс-служба ЦБ. <p>,"Mon, 15 Jun 2026 12:21:50 +0300",https://meduza.io/news/2026/06/15/tsb-soobschil-chto-elvira-nabiullina-primet-uchastie-v-press-konferentsii-po-klyuchevoy-stavke-do-etogo-ona-propustila-pmef-i-soveschanie-u-putina
Meduza,"«Машина времени, с помощью которой я воссоздала нашу с мамой безумную и опасную жизнь». В издательстве «Медузы» вышла книга Ланы Эстемировой «Пожалуйста, живи» — о детстве в Чечне с мамой-правозащитницей","<p>В июле 2009 года Лане Эстемировой было пятнадцать лет. Она совсем недавно вернулась в Грозный после долгой разлуки с мамой, известной правозащитницей Натальей Эстемировой, — та отправляла дочь пожить с родственниками, чтобы не подвергать ее опасности. Пятнадцатого июля неизвестные похитили Наталью возле ее дома, вывезли на границу с Ингушетией и убили несколькими выстрелами в грудь и в голову. В 2025 году ее дочь Лана, на тот момент уже давно живущая за границей, написала книгу на английском языке — «Please Live: The Chechen Wars, My Mother and Me». Это воспоминания о детстве и отрочестве в Чечне девяностых и начала нулевых, о зачистках, пытках, нарушениях прав человека и руинах, служивших фоном для этого детства, а еще о самоотверженной и бесстрашной маме, старавшейся во что бы то ни стало построить для них двоих маленький островок нормальности. Спустя год издательство «Медузы» выпускает «Пожалуйста, живи» на русском.<p>","Mon, 15 Jun 2026 12:17:18 +0300",https://meduza.io/feature/2026/06/15/mashina-vremeni-s-pomoschyu-kotoroy-ya-vossozdala-nashu-s-mamoy-bezumnuyu-i-opasnuyu-zhizn
Meduza,Киево-Печерская лавра горит после российского удара. Фотографии. Зеленский: «Это преступление против христианской культуры»,"<p>Россия в ночь на 15 июня нанесла удар по Киеву. В результате атаки загорелся Успенский собор Киево-Печерской лавры — памятника истории и архитектуры из списка Всемирного наследия ЮНЕСКО. Из лавры начали выносить иконы и реликвии, чтобы спасти их от огня. По словам гендиректора Киево-Печерской лавры Максима Остапенко, со стороны России было два прицельных удара, направленных на уничтожение Успенского собора. Один из беспилотников попал в центр собора. Второй удар пришелся по Башне Иоанна Кушника и зданию музейного комплекса «Мистецький арсенал» рядом. Глава украинского МИД Андрей Сибига заявил, что Украина запустит все необходимые процедуры, чтобы добиться реакции на этот «акт государственного варварства». Владимир Зеленский назвал удар по лавре «одним из крупнейших российских преступлений против христианской культуры». <p>","Mon, 15 Jun 2026 11:37:03 +0300",https://meduza.io/feature/2026/06/15/kievo-pecherskaya-lavra-gorit-posle-rossiyskogo-udara-fotografii
Meduza,Российским НПЗ на фоне дефицита топлива разрешили производить бензин более низкого качества,<p>Российское правительство разрешило некоторым НПЗ выпускать на внутренний рынок бензин и дизтопливо с отклонениями от стандарта «Евро-5» по содержанию серы и других показателей.<p>,"Mon, 15 Jun 2026 09:57:43 +0300",https://meduza.io/news/2026/06/15/rossiyskim-npz-na-fone-defitsita-topliva-razreshili-proizvodit-benzin-bolee-nizkogo-kachestva
Meduza,"Сокуров написал открытое письмо Михалкову. Он составил список фильмов, запрещенных в России — и попросил отменить цензуру","<p>Режиссер Александр Сокуров написал открытое письмо главе правления Союза кинематографистов России и президенту Московского Международного кинофестиваля (ММКФ) Никите Михалкову, в котором попросил посодействовать снятию цензуры с ряда фильмов.<p>","Mon, 15 Jun 2026 09:49:36 +0300",https://meduza.io/news/2026/06/15/sokurov-napisal-otkrytoe-pismo-mihalkovu-on-sostavil-spisok-filmov-zapreschennyh-v-rossii-i-poprosil-otmenit-tsenzuru
Российская газета,Государство Науру готовится сменить название на Наоэро,"На самом маленьком островном государстве мира полным ходом идет подготовка к общенациональному референдуму, который может привести к исчезновению с политической карты мира государства Науру. Власти республики намерены вернуть стране ее историческое название - Наоэро (Naoero), утверждая, что нынешнее имя является наследием колониальной эпохи и появилось из-за того, что европейцы более века назад не смогли правильно произнести местное слово.","Mon, 15 Jun 2026 18:15:02 +0300",https://rg.ru/2026/06/15/gosudarstvo-nauru-gotovitsia-smenit-nazvanie-na-naoero.html
Российская газета,Значение Крыма для российской истории и культуры объяснили ученые,"Выдержки из стенограммы совместного заседания Российского исторического общества и Совета по культуре при Председателе Госдумы, прошедшего в Государственном музее А. С. Пушкина 20 марта 2014 года. Вёл заседание возглавлявший оба органа Председатель Госдумы РФ Сергей Евгеньевич Нарышкин. В дискуссии о Крыме и его роли в российской истории и культуре приняли участие видные историки и ученые Сергей Павлович Карпов, Юрий Александрович Петров, Анатолий Васильевич Торкунов и Виктор Антонович Садовничий","Mon, 15 Jun 2026 18:12:36 +0300",https://rodina-history.ru/2026/06/15/o-kryme-na-prechistenke.html
Российская газета,ЦИК расширяет зону применения электронных списков,"В этом году электронные списки избирателей будут использоваться не только в Москве, но и еще в одном регионе, рассказал заместитель председателя ЦИК России Николай Булаев на совещании по подготовке к единому дню голосования, которое комиссия привела в понедельник вместе с Комитетом Совета Федерации по Регламенту и организации парламентской деятельности.","Mon, 15 Jun 2026 18:11:36 +0300",https://rg.ru/2026/06/15/ne-tolko-moskva.html
Российская газета,Памятники железного века нашлись благодаря строительству АЭС,"Во время археологических работ на трассе, которая должна связать первую польскую атомную электростанцию с дорожной сетью страны, обнаружены два кургана поморской культуры, а также <a href=""https://naukawpolsce.pl/aktualnosci/news%2C113446%2Codkrycia-archeologiczne-na-trasie-drogi-do-elektrowni-jadrowej.html"" rel=""noopener noreferrer"" target=""_blank"">следы древнего поселения</a>.","Mon, 15 Jun 2026 18:08:21 +0300",https://rg.ru/2026/06/15/pamiatniki-zheleznogo-veka.html
Российская газета,Обзор Dreame X60 Ultra Complete: Робот-пылесос на все деньги,"Dreame X60 Ultra Complete — это флагманский робот-пылесос с док-станцией, рассчитанный на максимально автономную уборку сухим и влажным способом. Новинка приехала в редакцию «Российской газеты» и мы попытались понять, за что именно могут сегодня вешать ценник 120-130 тысяч рублей на пылесос.","Mon, 15 Jun 2026 18:08:07 +0300",https://rg.ru/2026/06/15/obzor-dreame-x60-ultra-complete-robot-pylesos-na-vse-dengi.html
Российская газета,Президент Владимир Путин оценил развитие железных дорог и водного транспорта,в Кремле президент России Владимир Путин обсудил с министром транспорта Андреем Никитиным работу по проектам высокоскоростных железнодорожных магистралей и ситуацию с водным транспортом.,"Mon, 15 Jun 2026 18:07:28 +0300",https://rg.ru/2026/06/15/reki-i-relsy.html
Российская газета,Россия поможет Лаосу с появлением в стране и развитием атомной энергетики,Россия поможет Лаосу с появлением в стране и развитием атомной энергетики. Необходимое соглашение было подписано в Москве.,"Mon, 15 Jun 2026 18:06:09 +0300",https://rg.ru/2026/06/15/ot-turizma-do-atoma.html
